"Année","Identifiant","Type dépôt","Type document","Statut","Auteurs","Titre","Affiliations","Projets","Référence interne","doi","Actes","linkExtId"
2017,"in2p3-01433321","notice","Article dans une revue",,"R. Aaij, L. Beaucourt, M. Chefdeville, D. Decamp, N. Déléage, P. Ghez, J.-P. Lees, J.-F. Marchand, M.-N. Minard, B. Pietrzyk, S. T'Jampens, V. Tisserand, E. Tournefier, S. Akar, J. Arnau Romeu, E. Aslanides, J. Cogan, K. De Bruyn, W. Kanso, R. Legac, O. Leroy, G. Mancinelli, M. Martin, A. Mordà, J. Serrano, A. Tayduganov, A. Tsaregorodtsev, Z.J. Ajaltouni, M. Baalouch, E. Cogneras, O. Deschamps, G. Gazzoni, M. Grabalosa Gándara, C. Hadjivasiliou, P. Henrard, M. Kozeiha, R. Lefèvre, J. Maratas, S. Monteil, P. Perret, M. Vernet","Measurement of CP asymmetries in D±→η′π± and D±s→η′π± decays","LAPP, CPPM, LPC, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, AMU, UBP",,,"10.1016/j.physletb.2017.05.013",,"arxiv"
2017,"in2p3-01415342","notice","Article dans une revue",,"R. Aaij, B. Adeva, M. Adinolfi, Z. Ajaltouni, S. Akar, J. Albrecht, F. Alessio, M. Alexander, S. Ali, G. Alkhazov, P. Alvarez Cartelle, A. A. Alves Jr, S. Amato, S. Amerio, Y. Amhis, L. An, L. Anderlini, G. Andreassi, M. Andreotti, J. E. Andrews, R. B. Appleby, F. Archilli, P. d'Argent, J. Arnau Romeu, A. Artamonov, M. Artuso, E. Aslanides, G. Auriemma, M. Baalouch, I. Babuschkin, S. Bachmann, J. J. Back, A. Badalov, C. Baesso, S. Baker, W. Baldini, R. J. Barlow, C. Barschel, S. Barsuk, W. Barter, M. Baszczyk, V. Batozskaya, B. Batsukh, V. Battista, A. Bay, L. Beaucourt, J. Beddow, F. Bedeschi, I. Bediaga, L. J. Bel, V. Bellee, N. Belloli, K. Belous, I. Belyaev, E. Ben-Haim, G. Bencivenni, S. Benson, J. Benton, A. Berezhnoy, R. Bernet, A. Bertolin, C. Betancourt, F. Betti, M. -O. Bettler, M. Van Beuzekom, Ia. Bezshyiko, S. Bifani, P. Billoir, T. Bird, A. Birnkraut, A. Bitadze, A. Bizzeti, T. Blake, F. Blanc, J. Blouw, S. Blusk, V. Bocci, T. Boettcher, A. Bondar, N. Bondar, W. Bonivento, I. Bordyuzhin, A. Borgheresi, S. Borghi, M. Borisyak, M. Borsato, F. Bossu, M. Boubdir, T. J. V. Bowcock, E. Bowen, C. Bozzi, S. Braun, M. Britsch, T. Britton, J. Brodzicka, E. Buchanan, C. Burr, A. Bursche, J. Buytaert, S. Cadeddu, R. Calabrese, M. Calvi, M. Calvo Gomez, A. Camboni, P. Campana, D. H. Campora Perez, L. Capriotti, A. Carbone, G. Carboni, R. Cardinale, A. Cardini, P. Carniti, L. Carson, K. Carvalho Akiba, G. Casse, L. Cassina, L. Castillo Garcia, M. Cattaneo, Ch. Cauet, G. Cavallero, R. Cenci, D. Chamont, M. Charles, Ph. Charpentier, G. Chatzikonstantinidis, M. Chefdeville, S. Chen, S. -F. Cheung, V. Chobanova, M. Chrzaszcz, X. Cid Vidal, G. Ciezarek, P. E. L. Clarke, M. Clemencic, H. V. Cliff, J. Closier, V. Coco, J. Cogan, E. Cogneras, V. Cogoni, L. Cojocariu, G. Collazuol, P. Collins, A. Comerma-Montells, A. Contu, A. Cook, G. Coombs, S. Coquereau, G. Corti, M. Corvo, C. M. Costa Sobral, B. Couturier, G. A. Cowan, D. C. Craik, A. Crocombe, M. Cruz Torres, S. Cunliffe, R. Currie, C. D'Ambrosio, F. Da Cunha Marinho, E. Dall'Occo, J. Dalseno, P. N. Y. David, A. Davis, O. De Aguiar Francisco, K. De Bruyn, S. De Capua, M. De Cian, J. M. De Miranda, L. De Paula, M. De Serio, P. De Simone, C. -T. Dean, D. Decamp, M. Deckenhoff, L. Del Buono, M. Demmer, A. Dendek, D. Derkach, O. Deschamps, F. Dettori, B. Dey, A. Di Canto, H. Dijkstra, F. Dordei, M. Dorigo, A. Dosil Suárez, A. Dovbnya, K. Dreimanis, L. Dufour, G. Dujany, K. Dungs, P. Durante, R. Dzhelyadin, A. Dziurda, A. Dzyuba, N. Déléage, S. Easo, M. Ebert, U. Egede, V. Egorychev, S. Eidelman, S. Eisenhardt, U. Eitschberger, R. Ekelhof, L. Eklund, S. Ely, S. Esen, H. M. Evans, T. Evans, A. Falabella, N. Farley, S. Farry, R. Fay, D. Fazzini, D. Ferguson, A. Fernandez Prieto, F. Ferrari, F. Ferreira Rodrigues, M. Ferro-Luzzi, S. Filippov, R. A. Fini, M. Fiore, M. Fiorini, M. Firlej, C. Fitzpatrick, T. Fiutowski, F. Fleuret, K. Fohl, M. Fontana, F. Fontanelli, D. C. Forshaw, R. Forty, V. Franco Lima, M. Frank, C. Frei, J. Fu, E. Furfaro, C. Färber, A. Gallas Torreira, D. Galli, S. Gallorini, S. Gambetta, M. Gandelman, P. Gandini, Y. Gao, L. M. Garcia Martin, J. García Pardiñas, J. Garra Tico, L. Garrido, P. J. Garsed, D. Gascon, C. Gaspar, L. Gavardi, G. Gazzoni, D. Gerick, E. Gersabeck, M. Gersabeck, T. Gershon, Ph. Ghez, S. Gianì, V. Gibson, O. G. Girard, L. Giubega, K. Gizdov, V. V. Gligorov, D. Golubkov, A. Golutvin, A. Gomes, I. V. Gorelov, C. Gotti, M. Grabalosa Gándara, R. Graciani Diaz, L. A. Granado Cardoso, E. Graugés, E. Graverini, G. Graziani, A. Grecu, P. Griffith, L. Grillo, B. R. Gruberg Cazon, O. Grünberg, E. Gushchin, Yu. Guz, T. Gys, C. Göbel, T. Hadavizadeh, C. Hadjivasiliou, G. Haefeli, C. Haen, S. C. Haines, S. Hall, B. Hamilton, X. Han, S. Hansmann-Menzemer, N. Harnew, S. T. Harnew, J. Harrison, M. Hatch, J. He, T. Head, A. Heister, K. Hennessy, P. Henrard, L. Henry, J. A. Hernando Morata, E. Van Herwijnen, M. Heß, A. Hicheur, D. Hill, C. Hombach, H. Hopchev, W. Hulsbergen, T. Humair, M. Hushchyn, N. Hussain, D. Hutchcroft, M. Idzik, P. Ilten, R. Jacobsson, A. Jaeger, J. Jalocha, E. Jans, A. Jawahery, F. Jiang, M. John, D. Johnson, C. R. Jones, C. Joram, B. Jost, N. Jurik, S. Kandybei, W. Kanso, M. Karacson, J. M. Kariuki, S. Karodia, M. Kecke, M. Kelsey, I. R. Kenyon, M. Kenzie, T. Ketel, E. Khairullin, B. Khanji, C. Khurewathanakul, T. Kirn, S. Klaver, K. Klimaszewski, S. Koliiev, M. Kolpin, I. Komarov, R. F. Koopman, P. Koppenburg, A. Kosmyntseva, A. Kozachuk, M. Kozeiha, L. Kravchuk, K. Kreplin, M. Kreps, P. Krokovny, F. Kruse, W. Krzemien, W. Kucewicz, M. Kucharczyk, V. Kudryavtsev, A. K. Kuonen, K. Kurek, T. Kvaratskheliya, D. Lacarrere, G. Lafferty, A. Lai, G. Lanfranchi, C. Langenbruch, T. Latham, C. Lazzeroni, R. Le Gac, J. Van Leerdam, J. -P. Lees, A. Leflat, J. Lefrançois, R. Lefèvre, F. Lemaitre, E. Lemos Cid, O. Leroy, T. Lesiak, B. Leverington, Y. Li, T. Likhomanenko, R. Lindner, C. Linn, F. Lionetto, B. Liu, X. Liu, D. Loh, I. Longstaff, J. H. Lopes, D. Lucchesi, M. Lucio Martinez, H. Luo, A. Lupato, E. Luppi, O. Lupton, A. Lusiani, X. Lyu, F. Machefert, F. Maciuc, O. Maev, K. Maguire, S. Malde, A. Malinin, T. Maltsev, G. Manca, G. Mancinelli, P. Manning, J. Maratas, J. F. Marchand, U. Marconi, C. Marin Benito, P. Marino, J. Marks, G. Martellotti, M. Martin, M. Martinelli, D. Martinez Santos, F. Martinez Vidal, D. Martins Tostes, L. M. Massacrier, A. Massafferri, R. Matev, A. Mathad, Z. Mathe, C. Matteuzzi, A. Mauri, B. Maurin, A. Mazurov, M. Mccann, J. McCarthy, A. McNab, R. McNulty, B. Meadows, F. Meier, M. Meissner, D. Melnychuk, M. Merk, A. Merli, E. Michielin, D. A. Milanes, M. -N. Minard, D. S. Mitzel, A. Mogini, J. Molina Rodriguez, I. A. Monroy, S. Monteil, M. Morandin, P. Morawski, A. Mordà, M. J. Morello, J. Moron, A. B. Morris, R. Mountain, F. Muheim, M. Mulder, M. Mussini, D. Müller, J. Müller, K. Müller, V. MÜller, P. Naik, T. Nakada, R. Nandakumar, A. Nandi, I. Nasteva, M. Needham, N. Neri, S. Neubert, N. Neufeld, M. Neuner, A. D. Nguyen, T. D. Nguyen, C. Nguyen-Mau, S. Nieswand, R. Niet, N. Nikitin, T. Nikodem, A. Novoselov, D. P. O'Hanlon, A. Oblakowska-Mucha, V. Obraztsov, S. Ogilvy, R. Oldeman, C. J. G. Onderwater, J. M. Otalora Goicochea, A. Otto, P. Owen, A. Oyanguren, P. R. Pais, A. Palano, F. Palombo, M. Palutan, J. Panman, A. Papanestis, M. Pappagallo, L. L. Pappalardo, W. Parker, C. Parkes, G. Passaleva, A. Pastore, G. D. Patel, M. Patel, C. Patrignani, A. Pearce, A. Pellegrino, G. Penso, M. Pepe Altarelli, S. Perazzini, P. Perret, L. Pescatore, K. Petridis, A. Petrolini, A. Petrov, M. Petruzzo, E. Picatoste Olloqui, B. Pietrzyk, M. Pikies, D. Pinci, A. Pistone, A. Piucci, S. Playfer, M. Plo Casasus, T. Poikela, F. Polci, A. Poluektov, I. Polyakov, E. Polycarpo, G. J. Pomery, A. Popov, D. Popov, B. Popovici, S. Poslavskii, C. Potterat, E. Price, J. D. Price, J. Prisciandaro, A. Pritchard, C. Prouve, V. Pugatch, A. Puig Navarro, G. Punzi, W. Qian, R. Quagliani, B. Rachwal, J. H. Rademacker, M. Rama, M. Ramos Pernas, M. S. Rangel, I. Raniuk, F. Ratnikov, G. Raven, F. Redi, S. Reichert, A. C. Dos Reis, C. Remon Alepuz, V. Renaudin, S. Ricciardi, S. Richards, M. Rihl, K. Rinnert, V. Rives Molina, P. Robbe, A. B. Rodrigues, E. Rodrigues, J. A. Rodriguez Lopez, P. Rodriguez Perez, A. Rogozhnikov, S. Roiser, A. Rollings, V. Romanovskiy, A. Romero Vidal, J. W. Ronayne, M. Rotondo, M. S. Rudolph, T. Ruf, P. Ruiz Valls, J. J. Saborido Silva, E. Sadykhov, N. Sagidova, B. Saitta, V. Salustino Guimaraes, C. Sanchez Mayordomo, B. Sanmartin Sedes, R. Santacesaria, C. Santamarina Rios, M. Santimaria, E. Santovetti, A. Sarti, C. Satriano, A. Satta, D. M. Saunders, D. Savrina, S. Schael, M. Schellenberg, M. Schiller, H. Schindler, M. Schlupp, M. Schmelling, T. Schmelzer, B. Schmidt, O. Schneider, A. Schopper, K. Schubert, M. Schubiger, M. -H. Schune, R. Schwemmer, B. Sciascia, A. Sciubba, A. Semennikov, A. Sergi, N. Serra, J. Serrano, L. Sestini, P. Seyfert, M. Shapkin, I. Shapoval, Y. Shcheglov, T. Shears, L. Shekhtman, V. Shevchenko, B. G. Siddi, R. Silva Coutinho, L. Silva de Oliveira, G. Simi, S. Simone, M. Sirendi, N. Skidmore, T. Skwarnicki, E. Smith, I. T. Smith, J. Smith, M. Smith, H. Snoek, M. D. Sokoloff, F. J. P. Soler, B. Souza De Paula, B. Spaan, P. Spradlin, S. Sridharan, F. Stagni, M. Stahl, S. Stahl, P. Stefko, S. Stefkova, O. Steinkamp, S. Stemmle, O. Stenyakin, S. Stevenson, S. Stoica, S. Stone, B. Storaci, S. Stracka, M. Straticiuc, U. Straumann, L. Sun, W. Sutcliffe, K. Swientek, V. Syropoulos, M. Szczekowski, T. Szumlak, S. T'Jampens, A. Tayduganov, T. Tekampe, M. Teklishyn, G. Tellarini, F. Teubert, E. Thomas, J. Van Tilburg, M. J. Tilley, V. Tisserand, M. Tobin, S. Tolk, L. Tomassetti, D. Tonelli, S. Topp-Joergensen, F. Toriello, E. Tournefier, S. Tourneur, K. Trabelsi, M. Traill, M. T. Tran, M. Tresch, A. Trisovic, A. Tsaregorodtsev, P. Tsopelas, A. Tully, N. Tuning, A. Ukleja, A. Ustyuzhanin, U. Uwer, C. Vacca, V. Vagnoni, A. Valassi, S. Valat, G. Valenti, A. Vallier, R. Vazquez Gomez, P. Vazquez Regueiro, S. Vecchi, M. van Veghel, J. J. Velthuis, M. Veltri, G. Veneziano, A. Venkateswaran, M. Vernet, M. Vesterinen, B. Viaud, D. Vieira, M. Vieites Diaz, H. Viemann, X. Vilasis-Cardona, M. Vitti, V. Volkov, A. Vollhardt, B. Voneki, A. Vorobyev, V. Vorobyev, C. Voß, J. A. De Vries, C. Vázquez Sierra, R. Waldi, C. Wallace, R. Wallace, J. Walsh, J. Wang, D. R. Ward, H. M. Wark, N. K. Watson, D. Websdale, A. Weiden, M. Whitehead, J. Wicht, G. Wilkinson, M. Wilkinson, M. Williams, M. P. Williams, T. Williams, F. F. Wilson, J. Wimberley, J. Wishahi, W. Wislicki, M. Witek, G. Wormser, S. A. Wotton, K. Wraight, K. Wyllie, Y. Xie, Z. Xing, Z. Xu, Z. Yang, Y. Yao, H. Yin, J. Yu, X. Yuan, O. Yushchenko, K. A. Zarebski, M. Zavertyaev, L. Zhang, Y. Zhang, A. Zhelezov, Y. Zheng, A. Zhokhov, X. Zhu, V. Zhukov, S. Zucchelli","Search for $CP$ violation in the phase space of $D^0\rightarrow\pi^+\pi^-\pi^+\pi^-$ decays","LPC, CPPM, LAPP, UBP, IN2P3, CNRS, AMU, USMB [Université de Savoie] [Université de Chambéry]",,"LHCb-PAPER-2016-044, CERN-EP-2016-287","10.1016/j.physletb.2017.03.062",,"arxiv"
2017,"in2p3-01425241","notice","Article dans une revue",,"J. Adam, J.C. Hamon, B. Hippolyte, C. Kuhn, A. Maire, C. Roy, Y. Schutz, S. Senyukov, V. Barret, N. Bastid, A. Batista Camejo, P. Crochet, P. Dupieux, V.J.G. Feuillard, X. Lopez, F. Manso, S. Porteboeuf-Houssais, P. Rosnet, Laurent Aphecetche, B. Audurier, Guillaume Batigne, B. Erazmus, A. Francisco, Marie Germain, Gines Martinez Garcia, L. Molnar, A. Morreale, Philippe Pillot, L. Ronflette, Alexandre Shabetai, Diego Stocco, . J. Zhu, C. Cheshkov, B. Cheynis, L. Ducroux, B. Teyssier, R. Tieulent, A. Uras, R. Vernet, G. Conesa Balbastre, J. Faivre, C. Furget, R. Guernane, C. Silvestre, A. Vauthier, H. Yokoyama, Z. Conesa del Valle, I. Das, B. Espagnon, C. Hadjidakis, I. Lakomov, C. Suire, J. D. Tapia Takaki, M. Tarhini, L. Valencia Palomo","Centrality dependence of the pseudorapidity density distribution for charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV","IPHC, SUBATECH, LPC, IPNL, CC-IN2P3, LPSC, IPNO, UNISTRA, IN2P3, CNRS, Mines Nantes, UN, UBP, UCBL, Université de Lyon, Grenoble INP [2007-2019], UGA [2016-2019], UP11",,"SUBATECH-Plasma","10.1016/j.physletb.2017.07.017",,"arxiv"
2017,"inserm-01635537","file","Article dans une revue",,"Jean-Pierre Cussonneau, J Abaline, S. Acounis, N. Beaupere, J Beney, J. Bert, S. Bouvier, P. Briend, J. Butterworth, T. Carlier, H. Chanal, M. Chérel, M. Dahoumane, S. Diglio, L. Gallego-Manzano, D. Giovagnoli, J. Idier, F. Kraeber-Bodere, F. Lefebvre, O. Lemaire, P. Le Ray, S. Manen, J. Masbou, H. Mathez, E. Morteau, N. Pillet, L. Royer, M. Staempflin, J.S. Stutzmann, R. Vandaele, L. Virone, D. Visvikis, Y. Xing, Y. Zhu, D. Thers","3gamma medical imaging with a liquid xenon Compton Camera and 44Sc radionuclide","SUBATECH, LPC, LaTIM, ALAT, CHU Nantes, CRCINA-ÉQUIPE 13, IPNL, LS2N, Université de Nantes - Faculté des Sciences et des Techniques, UN, CNRS, IN2P3, IMT Atlantique, IMT, UBP, UBO, INSERM, CHRU Brest, IBSAM, Air Liquide [Siège Social], CRCINA, UFR MEDECINE, UA, UCBL, Université de Lyon, ECN",,"ACL+","10.5506/APhysPolB.48.1661",,"openaccess"
2017,"hal-01526105","notice","Article dans une revue",,"P-H. Elchinger, C. Delattre, S. Faure, O. Roy, S. Badel, T. Bernardi, P. Michaud, C. Taillefumier","Antioxidant activities of peptoid-grafted chitosan films.","ICCF, IP, BioFilm Control, Biopôle Clermont Limagne, Saint-Beauzire, Sigma CLERMONT, UCA, CNRS",,,"10.1007/s12010-016-2212-7",,
2017,"hal-01675351","notice","Article dans une revue",,"Michel Dalissier","« Merleau-Ponty et la ‘conscience engluée’. Au cœur de la Phénoménologie de la perception », Dialogue, n°56/3, Cambridge U. Press, p. 527-558.","PHIER, UCA",,,,,
2017,"in2p3-01408895","notice","Article dans une revue",,"R. Aaij, L. Beaucourt, M. Chefdeville, D. Decamp, N. Déléage, P. Ghez, J.-P. Lees, J.-F. Marchand, M.-N. Minard, B. Pietrzyk, S. T'Jampens, V. Tisserand, E. Tournefier, Z.J. Ajaltouni, M. Baalouch, E. Cogneras, O. Deschamps, G. Gazzoni, M. Grabalosa Gándara, C. Hadjivasiliou, P. Henrard, M. Kozeiha, R. Lefèvre, S. Monteil, P. Perret, M. Vernet, S. Akar, J. Arnau Romeu, E. Aslanides, J. Cogan, K. De Bruyn, W. Kanso, R. Legac, O. Leroy, G. Mancinelli, M. Martin, A. Mordà, J. Serrano, A. Tayduganov, A. Tsaregorodtsev","Measurements of charm mixing and CP violation using D0→K±π∓ decays","LAPP, LPC, CPPM, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, UBP, AMU",,,"10.1103/PhysRevD.95.052004",,"arxiv"
2017,"in2p3-01433131","notice","Article dans une revue",,"R. Aaij, L. Beaucourt, M. Chefdeville, D. Decamp, N. Déléage, P. Ghez, J.-F. Marchand, M.-N. Minard, B. Pietrzyk, S. T'Jampens, V. Tisserand, E. Tournefier, J. Arnau Romeu, E. Aslanides, J. Cogan, K. De Bruyn, R. Legac, O. Leroy, G. Mancinelli, M. Martin, A. Mordà, J. Serrano, A. Tayduganov, A. Tsaregorodtsev, Z.J. Ajaltouni, M. Baalouch, E. Cogneras, O. Deschamps, G. Gazzoni, C. Hadjivasiliou, P. Henrard, M. Kozeiha, R. Lefèvre, J. Maratas, S. Monteil, P. Perret, M. Vernet","Search for long-lived scalar particles in B+→K+χ(μ+μ−) decays","LAPP, CPPM, LPC, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, AMU, UBP",,,"10.1103/PhysRevD.95.071101",,"arxiv"
2017,"in2p3-01338803","notice","Article dans une revue",,"R. Aaij, L. Beaucourt, M. Chefdeville, D. Decamp, N. Déléage, P. Ghez, J.-P. Lees, J.-F. Marchand, M.-N. Minard, B. Pietrzyk, S. T'Jampens, V. Tisserand, E. Tournefier, Z.J. Ajaltouni, M. Baalouch, E. Cogneras, O. Deschamps, G. Gazzoni, M. Grabalosa Gándara, C. Hadjivasiliou, P. Henrard, M. Kozeiha, R. Lefèvre, J. Maratas, S. Monteil, P. Perret, Y. Amhis, S. Barsuk, F. Fleuret, O. Kochebina, J. Lefrançois, Y. Li, F. Machefert, G. Manca, L.M. Massacrier, R. Quagliani, V. Renaudin, P. Robbe, M.-H. Schune, A. Vallier, B. Viaud, G. Wormser, S. Akar, J. Arnau Romeu, E. Aslanides, J. Cogan, K. De Bruyn, W. Kanso, R. Legac, O. Leroy, G. Mancinelli, M. Martin, A. Morda, J. Serrano, A. Tayduganov, A. Tsaregorodtsev","Amplitude analysis of B+→J/ψφK+ decays","LAPP, LPC, LAL, CPPM, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, UBP, UP11, AMU",,"LAL 16-181","10.1103/PhysRevD.95.012002",,"arxiv"
2017,"in2p3-01441687","notice","Article dans une revue",,"R. Aaij, L. Beaucourt, M. Chefdeville, D. Decamp, N. Déléage, P. Ghez, J.-F. Marchand, M.-N. Minard, B. Pietrzyk, S. T'Jampens, V. Tisserand, E. Tournefier, Z. Xu, J. Arnau Romeu, E. Aslanides, J. Cogan, K. De Bruyn, R. Legac, O. Leroy, G. Mancinelli, M. Martin, A. Mordà, J. Serrano, A. Tayduganov, A. Tsaregorodtsev, Z.J. Ajaltouni, M. Baalouch, E. Cogneras, O. Deschamps, G. Gazzoni, C. Hadjivasiliou, P. Henrard, M. Kozeiha, R. Lefèvre, J. Maratas, S. Monteil, P. Perret, M. Vernet","Measurement of the B± production asymmetry and the CP asymmetry in B±→J/ψK± decays","LAPP, CPPM, LPC, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, AMU, UBP",,,"10.1103/PhysRevD.95.052005",,"arxiv"
2017,"in2p3-01349214","notice","Article dans une revue",,"V.M. Abazov, G. Sajot, J. Stark, S. Greder, F. Miconi, I. Ripp-Baudot, U. Bassler, G. Bernardi, M. Besançon, E. Chapon, F. Couderc, D. Brown, F. Deliot, Y. Enari, A. Fauré, G. Grenier, A. Grohsjean, T. Kurca, P. Lebrun, J. Lellouch, D. Li, V. Shary, M. Titov, B. Tuchming, D. Vilanova, F. Badaud, Ph. Gris, M.-C. Cousinou, A. Duperrin, W. Geng, E. Kajfasz, S. Kermiche, E. Nagy, N. Osman","Measurement of top quark polarization in $t \overline{t}$ lepton+jets final states","LPSC, IPHC, IRFU, LPNHE, LLR, IPNL, LPC, CPPM, IN2P3, Grenoble INP [2007-2019], UGA [2016-2019], CNRS, UNISTRA, CEA, Université Paris-Saclay, UPD7, UPMC, X, UCBL, Université de Lyon, UBP, AMU",,"LPSC16171","10.1103/PhysRevD.95.011101",,"arxiv"
2017,"in2p3-01351230","notice","Article dans une revue",,"V.M. Abazov, M.-C. Cousinou, A. Duperrin, W. Geng, E. Kajfasz, S. Kermiche, E. Nagy, N. Osman, F. Badaud, Ph. Gris, U. Bassler, M. Besançon, E. Chapon, F. Couderc, F. Déliot, A. Fauré, A. Grohsjean, Z. Hubacek, V. Shary, M. Titov, B. Tuchming, D. Vilanova, G. Sajot, J. Stark, G. Grenier, T. Kurca, P. Lebrun, M. Jaffré, J.-F. Grivaz, P. Pétroff, T. Guillemin","Measurement of the direct CP violating charge asymmetry in $B^\pm \rightarrow \mu^\pm \nu_\mu D^{0}$ decays","CPPM, LPC, IRFU, LPSC, IPNL, LAL, AMU, IN2P3, CNRS, UBP, CEA, Université Paris-Saclay, Grenoble INP [2007-2019], UGA [2016-2019], UCBL, Université de Lyon, UP11",,"LPSC16184, LAL 16-195","10.1103/PhysRevD.95.031101",,"arxiv"
2017,"in2p3-01375652","notice","Article dans une revue",,"M. Aaboud, N. Berger, M. Delmastro, L. Di Ciaccio, S. Elles, K. Grevtsov, T. Guillemin, T. Hryn’ova, S. Jézéquel, I. Koletsou, R. Lafaye, Jérémy Lévêque, P. Mastrandea, E. Sauvan, B.H. Smart, T. Todorov, I. Wingerter-Seez, E. Yatsenko, S. Albrand, S. Berlendis, A. Bethani, C. Camincher, J. Collot, S. Crépé-Renaudin, P.A. Delsart, C. Gabaldon, M.H. Genest, P.O.J. Gradin, J.Y. Hostachy, F. Ledroit-Guillon, A. Lleres, A. Lucotte, F. Malek, E. Petit, J. Stark, B. Trocmé, M. Wu, G. Rahal, D. Boumediene, E. Busato, D. Calvet, S. Calvet, A.R. Chomont, J. Donini, S. Ganguly, Ph. Gris, R. Madar, D. Pallin, S.M. Romano Saez, C. Santoni, D. Simon, F. Vazeille, G. Aad, M. Alstaty, M. Barbero, A. Calandri, T.P. Calvet, Y. Coadou, C. Diaconu, F. Djama, V. Ellajosyula, L. Feligioni, A. Hadef, G.D. Hallewell, F. Hubaut, S.J. Kahn, E. B. F. G. Knoops, E. Le Guirriec, J. Liu, K. Liu, D. Madaffari, E. Monnier, S. Muanza, E. Nagy, P. Pralavorio, Y. Rodina, A. Rozanov, M. Talby, T. Theveneaux-Pelzer, R.E. Ticse Torres, S. Tisserant, J. Toth, F. Touchard, L. Vacavant, Chen Wang","Search for anomalous electroweak production of $WW/WZ$ in association with a high-mass dijet system in $pp$ collisions at $\sqrt{s}=8$ TeV with the ATLAS detector","LAPP, LPSC, CC-IN2P3, LPC, CPPM, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, Grenoble INP [2007-2019], UGA [2016-2019], UBP, AMU",,"LPSC16206","10.1103/PhysRevD.95.032001",,"arxiv"
2017,"in2p3-01383421","notice","Article dans une revue",,"R. Aaij, L. Beaucourt, M. Chefdeville, D. Decamp, N. Déléage, P. Ghez, J.-P. Lees, J.-F. Marchand, M.-N. Minard, B. Pietrzyk, S. T'Jampens, V. Tisserand, E. Tournefier, S. Akar, J. Arnau Romeu, E. Aslanides, J. Cogan, K. De Bruyn, W. Kanso, R. Legac, O. Leroy, G. Mancinelli, M. Martin, A. Mordà, J. Serrano, A. Tayduganov, A. Tsaregorodtsev, Z.J. Ajaltouni, M. Baalouch, E. Cogneras, O. Deschamps, G. Gazzoni, M. Grabalosa Gándara, C. Hadjivasiliou, P. Henrard, M. Kozeiha, R. Lefèvre, J. Maratas, S. Monteil, P. Perret, M. Vernet","Observation of the decay B0s→φπ+π− and evidence for B0→φπ+π−","LAPP, CPPM, LPC, IN2P3, USMB [Université de Savoie] [Université de Chambéry], CNRS, AMU, UBP",,,"10.1103/PhysRevD.95.012006",,"arxiv"
